"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant"
"SYT7",2786.27057042246,1.08434072413377,0.267276741067541,4.05699620476798,4.97078894168143e-05,0.00469089963252198,TRUE
"MRAS",230.713151589737,0.89210449481287,0.219868535595174,4.05744502003428,4.96124915825358e-05,0.00469089963252198,TRUE
"GID8",525.792504368236,-0.288773354675803,0.0711542773025657,-4.05841174449524,4.94075988341702e-05,0.00469089963252198,FALSE
"CLDN12",1885.84687696414,-0.281575771220254,0.0693410633138663,-4.06073627607534,4.89182034761616e-05,0.00469089963252198,FALSE
"RFX5",494.205692172222,0.521438857448016,0.128664935560009,4.05268813277272,5.06324782286088e-05,0.00474571452566297,TRUE
"CCNG1",3154.39432981428,-0.397804947882163,0.0981837222133597,-4.05163848868662,5.08602074518639e-05,0.00474571452566297,TRUE
"ABCA6",9872.55044661958,-0.497969117592021,0.123219923616512,-4.04130357312842,5.3154894487638e-05,0.00493212090807363,TRUE
"CFL1",2112.48545929758,0.549003573314061,0.135921976544784,4.03910822421841,5.36548061568491e-05,0.00495084819699504,TRUE
"RFK",733.297706999626,0.456899956455394,0.113515854241659,4.02498804689184,5.6978209559741e-05,0.00522845901976651,TRUE
"CD151",1326.63581270714,0.615820299411719,0.153243266398605,4.01857982986277,5.85499726002894e-05,0.00531396991758583,TRUE
"SLC36A3",36.1299653034232,-0.54536814027383,0.135702360503684,-4.01885522292758,5.84815900212703e-05,0.00531396991758583,TRUE
"KRT222",227.992392445675,0.795611192373601,0.198138738248773,4.01542474432573,5.93388314470468e-05,0.00535629701904348,TRUE
"MDFIC",746.124947849725,0.487838668798754,0.121554713185347,4.01332581859574,5.98691846399951e-05,0.00537495831181448,TRUE
"FCN1",93.7842538245716,1.18936682307534,0.297340731547014,4.00001310579705,6.33389758546288e-05,0.00563654926627416,TRUE
"PIK3R3",450.910057720309,0.364091530673937,0.0910330068209655,3.99955514366339,6.34616601115822e-05,0.00563654926627416,TRUE
"CIDEC",13.5043770899377,2.61423027024641,0.65733323673948,3.97702432211335,6.97830298473954e-05,0.0061650337379542,TRUE
"FAM76B",707.075745685248,-0.463083431201484,0.116511268474745,-3.97458063296138,7.05033739832984e-05,0.00619571713486033,TRUE
"PLSCR4",1253.76735289104,-0.487258916083692,0.122656725698126,-3.97254136135103,7.11098838273788e-05,0.00621612663415229,TRUE
"RPS4Y1",676.562481301377,7.21441521458876,1.81811985557704,3.96806359737984,7.24589993097335e-05,0.00623204474450454,TRUE
"P4HA1",859.90945850417,-1.683717317665,0.42428423606839,-3.96837114022216,7.23655701178262e-05,0.00623204474450454,TRUE
"MSN",3302.4774408121,0.564034922178152,0.142357607619055,3.96209891140833,7.42937479325606e-05,0.00623204474450454,TRUE
"ST6GALNAC6",582.964588490114,-0.505597114632091,0.127506127666413,-3.96527699401911,7.33107644023838e-05,0.00623204474450454,TRUE
"PGAM1",2612.80441433853,0.466228129464592,0.117426928900552,3.97036807340366,7.17616833476358e-05,0.00623204474450454,TRUE
"CASP7",559.189636546805,0.381368307421406,0.0962370771600848,3.96280018757242,7.40757767686866e-05,0.00623204474450454,TRUE
"NR5A2",2237.68753091676,-0.362978942362954,0.091512095946507,-3.9664586261376,7.29484316653544e-05,0.00623204474450454,TRUE
"PTK2",1719.91965810221,-0.249517322438738,0.0629540695032353,-3.96348201804356,7.38644297202294e-05,0.00623204474450454,FALSE
"GPR137",156.607744515891,0.440921923104959,0.111364126739937,3.95928146713369,7.51755969539559e-05,0.00627432909451384,TRUE
"NOL8",631.947623691038,-0.327447537719946,0.08277317217917,-3.95596216864996,7.62272243774343e-05,0.00633028984842403,TRUE
"HMBOX1",1251.38439032251,-0.263687530387251,0.0666769002115184,-3.95470589590635,7.66288561627395e-05,0.0063319834428206,FALSE
"OVOL1",4.54659541193695,4.48971776210543,1.13741128493873,3.94731248191132,7.90333754445897e-05,0.00643980442781691,TRUE
"SLC16A14",128.194888086273,1.23290815575026,0.31263343674205,3.94362218129444,8.02600708385875e-05,0.00643980442781691,TRUE
"ARPC5",1380.54181991443,0.509293336345418,0.129081032700437,3.94553193207986,7.96230195969233e-05,0.00643980442781691,TRUE
"MVB12B",405.011771246844,-0.41429520398214,0.105037542437505,-3.94425835151882,8.00473250578561e-05,0.00643980442781691,TRUE
"FBXO30",389.265168534311,0.345071151032111,0.0874603137637824,3.94545978835724,7.96469980446327e-05,0.00643980442781691,TRUE
"ANKZF1",702.588262116095,-0.327773635982401,0.0830524247337113,-3.94658719517621,7.92730602633855e-05,0.00643980442781691,TRUE
"NDUFAF5",281.610735789111,0.358408016685165,0.0909552743057316,3.94048634805315,8.13165785914734e-05,0.00649320698954703,TRUE
"NUDT16L2P",314.416330152336,-0.38049671531918,0.0966621122295743,-3.93635837809433,8.27274035708906e-05,0.00657425572205226,TRUE
"PPM1K",1029.64728183973,-0.655637696361132,0.166717357016755,-3.93263009978762,8.4021478891315e-05,0.00661873765576058,TRUE
"HOGA1",983.192199573897,-0.586082748923044,0.149037524021803,-3.93245092314673,8.40841498805155e-05,0.00661873765576058,TRUE
