"Iteration","Converged","SameSignSelectedGenes","PearsonR","SpearmanR","StdR"
422,TRUE,52,0.665679229646357,0.724408776573038,0.687904926711093
423,TRUE,45,0.668674575947801,0.67733860342556,0.713252036700564
424,TRUE,57,0.746629539508659,0.731656728026964,0.700970300286679
425,TRUE,64,0.699000448911385,0.621932234432234,0.704039012407431
426,TRUE,53,0.744335688840688,0.776084502499597,0.837319023570758
427,TRUE,45,0.29649729631739,0.150329380764163,0.575940212373337
428,TRUE,47,0.73983840690241,0.648936170212766,0.643168100320067
429,TRUE,56,0.686066514182387,0.674094326725906,0.808817901753067
430,TRUE,55,0.627530882526344,0.72972582972583,0.736190426003283
431,TRUE,58,0.70150392507359,0.731766587714172,0.768240711594529
432,TRUE,67,0.698424827896812,0.720408651927528,0.726301987070111
433,TRUE,75,0.645918103990558,0.591123755334282,0.793030225155738
434,TRUE,46,0.554360477050436,0.741843971631206,0.67425468294701
435,TRUE,66,0.669871422595595,0.558292453814842,0.736667404797046
436,TRUE,68,0.661116721184514,0.732144902088025,0.743427597441435
437,TRUE,53,0.744962309966001,0.52072246411869,0.688731078831862
438,TRUE,43,0.803731035519835,0.791603745092117,0.8308185387575
439,TRUE,69,0.681773435859845,0.662915601023018,0.749482131969942
440,TRUE,64,0.681029998940134,0.738461538461538,0.812481777041334
441,TRUE,70,0.74487596699702,0.777937188347476,0.758900117725944
442,TRUE,48,0.565609038856951,0.582175423360834,0.589420987246586
443,TRUE,48,0.657728969976981,0.715696917064698,0.664992157859488
444,TRUE,63,0.520809942654517,0.427851382488479,0.526786844882354
445,TRUE,50,0.63808407181362,0.560048019207683,0.703528185810565
446,TRUE,37,0.768060917296134,0.660976766239924,0.681560725554044
447,TRUE,55,0.677164674778552,0.705411255411255,0.799983199750333
448,TRUE,47,0.716564017455608,0.717853839037928,0.712457978224745
449,TRUE,44,0.471979492054417,0.436786469344609,0.554741225542226
450,TRUE,63,0.693811727769994,0.678811443932412,0.775628163025003
451,TRUE,73,0.663613430848292,0.684715537455263,0.805987726439558
452,TRUE,51,0.69157318199846,0.78579185520362,0.731136144296957
453,TRUE,55,0.606550790056845,0.661038961038961,0.700064747588631
454,TRUE,56,0.652480691487001,0.674504442925495,0.778749313875975
455,TRUE,63,0.667548369373745,0.673963133640553,0.74004481676182
456,TRUE,56,0.628882292184069,0.628024606971975,0.751396263519289
457,TRUE,41,0.43005575523111,0.402613240418119,0.533298202832728
458,TRUE,66,0.621173888993884,0.666464878405177,0.770041612689345
459,TRUE,53,0.652684886567782,0.54079987098855,0.764639905752852
460,TRUE,46,0.618994598664524,0.744064138143694,0.731735754930821
461,TRUE,61,0.640131123566654,0.774140666314119,0.759381350213222
462,TRUE,53,0.694940493377253,0.702144815352362,0.691572775699471
463,TRUE,55,0.755694431048843,0.566233766233766,0.728108976578381
464,TRUE,47,0.714012693218232,0.720282146160962,0.650199246880208
465,TRUE,63,0.490060381737098,0.611895161290323,0.676085575725142
466,TRUE,70,0.682667726476486,0.656408013297174,0.757206794556726
467,TRUE,50,0.672481731511982,0.74953181272509,0.754441921120918
468,TRUE,46,0.737349825150635,0.747024360160345,0.673385245149587
469,TRUE,61,0.644286868261891,0.637704918032787,0.779299077164028
470,TRUE,44,0.508119853618993,0.540239605355884,0.708010095682597
471,TRUE,41,0.689643578701174,0.651045296167247,0.676298420796558
472,TRUE,58,0.644268337476955,0.638315543387985,0.829805245921074
473,TRUE,53,0.671526373994466,0.772617319787131,0.820442180652623
474,TRUE,59,0.739532118954214,0.784044418468732,0.830584539050623
475,TRUE,63,0.637231782164642,0.653465821812596,0.79824675314142
476,TRUE,62,0.645242373945703,0.654050514970663,0.778242166573975
477,TRUE,60,0.644181279383629,0.688858016115588,0.671305020513809
478,TRUE,49,0.624986499207536,0.546224489795918,0.657685570140419
479,TRUE,61,0.559005756113626,0.758170280274987,0.77241215122481
480,TRUE,64,0.707504016129158,0.479716117216117,0.69607781541194
481,TRUE,60,0.653846161043619,0.720755765490414,0.758249585826988
482,TRUE,64,0.698698533256221,0.71790293040293,0.800448516267912
483,TRUE,49,0.626260484742649,0.602448979591837,0.622321706959396
484,TRUE,54,0.769427741642822,0.852792071659996,0.791981007849778
485,TRUE,62,0.611926223940397,0.352119060210017,0.712856046776547
486,TRUE,48,0.738662355310225,0.699848024316109,0.808596656723736
487,TRUE,43,0.750346836149875,0.730141951072184,0.615790690533945
488,TRUE,73,0.702040156933031,0.638158706651857,0.820298527573655
489,TRUE,57,0.600865324005694,0.722906403940887,0.763108060519248
490,TRUE,67,0.592779471704642,0.620241040785378,0.732421791519564
491,TRUE,71,0.618353863184088,0.693360160965795,0.729232984010735
492,TRUE,55,0.616556190362718,0.704040404040404,0.679723355486639
493,TRUE,73,0.668399468498599,0.620912007898309,0.842652620537087
494,TRUE,76,0.670525080598882,0.649897470950103,0.806237478913636
495,TRUE,66,0.615053873035674,0.713391086525415,0.612648869682392
496,TRUE,52,0.676513874977379,0.725860155382908,0.615157742147835
497,TRUE,55,0.727982611797538,0.488888888888889,0.737418556064158
498,TRUE,49,0.771688081381401,0.762551020408163,0.720266279278744
499,TRUE,40,0.709562380302911,0.770356472795497,0.653967058388977
500,TRUE,60,0.702629964002737,0.736148930258405,0.705064782452627
